accession	locus	organism	mol_type	strain	country	location	continent	collection_date.y	collection_date.m	collection_date.d	host	isolation_source	isolate	length	N	M	F	HN	L	NP	P	D
KY618167.1	KY618167	Human respirovirus 3	viral cRNA	C84B-3-2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618168.1	KY618168	Human respirovirus 3	viral cRNA	C84B-4-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618169.1	KY618169	Human respirovirus 3	viral cRNA	C84B-5-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618170.1	KY618170	Human respirovirus 3	viral cRNA	C84B-6-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618171.1	KY618171	Human respirovirus 3	viral cRNA	C84B-6-2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618172.1	KY618172	Human respirovirus 3	viral cRNA	C84B-7-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618173.1	KY618173	Human respirovirus 3	viral cRNA	C84B-8-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618174.1	KY618174	Human respirovirus 3	viral cRNA	C84B-8-2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618175.1	KY618175	Human respirovirus 3	viral cRNA	C84B-9-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618176.1	KY618176	Human respirovirus 3	viral cRNA	C84B-10-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618177.1	KY618177	Human respirovirus 3	viral cRNA	C84B-11-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618178.1	KY618178	Human respirovirus 3	viral cRNA	C84B-12-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618179.1	KY618179	Human respirovirus 3	viral cRNA	C84B-13-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618180.1	KY618180	Human respirovirus 3	viral cRNA	Con1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618181.1	KY618181	Human respirovirus 3	viral cRNA	Con2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618182.1	KY618182	Human respirovirus 3	viral cRNA	Con3	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618183.1	KY618183	Human respirovirus 3	viral cRNA	Con4	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618184.1	KY618184	Human respirovirus 3	viral cRNA	Con5	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618185.1	KY618185	Human respirovirus 3	viral cRNA	Con6	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618186.1	KY618186	Human respirovirus 3	viral cRNA	Con7	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618187.1	KY618187	Human respirovirus 3	viral cRNA	Con8	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618188.1	KY618188	Human respirovirus 3	viral cRNA	Con9	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618189.1	KY618189	Human respirovirus 3	viral cRNA	Con10	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618190.1	KY618190	Human respirovirus 3	viral cRNA	Con11	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	NA	376	0	0	0	21.87318208	0	0	0	0
KY618191.1	KY618191	Human respirovirus 3	viral cRNA	E2-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618192.1	KY618192	Human respirovirus 3	viral cRNA	E2-2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618193.1	KY618193	Human respirovirus 3	viral cRNA	E2-3	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618194.1	KY618194	Human respirovirus 3	viral cRNA	E2-4	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618195.1	KY618195	Human respirovirus 3	viral cRNA	E2-5	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618196.1	KY618196	Human respirovirus 3	viral cRNA	E2-6	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618197.1	KY618197	Human respirovirus 3	viral cRNA	E2-7	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618198.1	KY618198	Human respirovirus 3	viral cRNA	E2-8	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618199.1	KY618199	Human respirovirus 3	viral cRNA	E2-9	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618200.1	KY618200	Human respirovirus 3	viral cRNA	E2-10	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618201.1	KY618201	Human respirovirus 3	viral cRNA	E2-11	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618202.1	KY618202	Human respirovirus 3	viral cRNA	E2-12	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618203.1	KY618203	Human respirovirus 3	viral cRNA	E5-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618204.1	KY618204	Human respirovirus 3	viral cRNA	E5-2	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618205.1	KY618205	Human respirovirus 3	viral cRNA	E5-3	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618206.1	KY618206	Human respirovirus 3	viral cRNA	E5-4	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618207.1	KY618207	Human respirovirus 3	viral cRNA	E5-5	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618208.1	KY618208	Human respirovirus 3	viral cRNA	E5-6	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618209.1	KY618209	Human respirovirus 3	viral cRNA	E8-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618210.1	KY618210	Human respirovirus 3	viral cRNA	E13-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY618211.1	KY618211	Human respirovirus 3	viral cRNA	E14-1	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	surface of environmental formite or	NA	376	0	0	0	21.87318208	0	0	0	0
KY629772.1	KY629772	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/16J1/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15400	100	100	100	100	100	100	100	100
KY629774.1	KY629774	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/16J5/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15396	100	100	100	100	100	99.87080103	100	100
KY648984.1	KY648984	Human respirovirus 3	viral cRNA	NA	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	C84A-6-1	545	0	0	33.64197531	0	0	0	0	0
KY648985.1	KY648985	Human respirovirus 3	viral cRNA	NA	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	C84A-6-2	545	0	0	33.64197531	0	0	0	0	0
KY648986.1	KY648986	Human respirovirus 3	viral cRNA	NA	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	C84B-1-1	545	0	0	33.64197531	0	0	0	0	0
KY648987.1	KY648987	Human respirovirus 3	viral cRNA	NA	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	C84B-1-2	545	0	0	33.64197531	0	0	0	0	0
KY648988.1	KY648988	Human respirovirus 3	viral cRNA	NA	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	C84B-9-1	545	0	0	33.64197531	0	0	0	0	0
KY648989.1	KY648989	Human respirovirus 3	viral cRNA	NA	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	C84B-12-1	545	0	0	33.64197531	0	0	0	0	0
KY648990.1	KY648990	Human respirovirus 3	viral cRNA	NA	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	Con1	545	0	0	33.64197531	0	0	0	0	0
KY648991.1	KY648991	Human respirovirus 3	viral cRNA	NA	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	Con2	545	0	0	33.64197531	0	0	0	0	0
KY648992.1	KY648992	Human respirovirus 3	viral cRNA	NA	South Korea	Seoul	Asia	2016	NA	NA	Homo sapiens	nasopharyngeal swabs and aspirates	Con5	545	0	0	33.64197531	0	0	0	0	0
KY674922.1	KY674922	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/16G3/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15383	100	100	100	100	100	100	100	100
KY674923.1	KY674923	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9T9/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15324	99.67700258	100	100	100	100	99.67700258	100	100
KY674924.1	KY674924	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9T7/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15357	100	100	100	100	100	99.87080103	100	100
KY674925.1	KY674925	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9T3/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	99.76730657	100	99.87080103	100	100
KY674926.1	KY674926	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9T2/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15381	100	100	100	100	100	100	100	100
KY674927.1	KY674927	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9T8/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15369	100	100	100	100	100	100	100	100
KY674928.1	KY674928	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9S5/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15335	100	100	100	100	100	99.87080103	100	100
KY674929.1	KY674929	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9R4/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	99.87080103	100	100
KY674930.1	KY674930	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9R3/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15386	100	100	100	100	100	99.74160207	100	100
KY674931.1	KY674931	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9Q10/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	100	100	100
KY674932.1	KY674932	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9Q6/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15386	100	100	100	100	100	100	100	100
KY674933.1	KY674933	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9Q4/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15409	100	100	100	100	100	100	100	100
KY674934.1	KY674934	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9Q3/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	100	100	100
KY674935.1	KY674935	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9Q2/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	99.87080103	100	100
KY674936.1	KY674936	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9Q1/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15382	100	100	100	100	100	99.87080103	100	100
KY674937.1	KY674937	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9P8/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15383	100	100	100	100	100	99.74160207	100	100
KY674938.1	KY674938	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9P6/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	100	100	100
KY674939.1	KY674939	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9P5/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15382	100	99.81167608	100	100	100	99.87080103	100	100
KY674963.1	KY674963	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/12M7/2012	USA	NA	NorthAm	2012	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	100	100	100
KY674964.1	KY674964	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/12N3/2012	USA	NA	NorthAm	2012	NA	NA	Homo sapiens	NA	NA	15383	100	100	100	100	100	99.87080103	100	100
KY674975.1	KY674975	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/16C7/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	100	100	100
KY674977.1	KY674977	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/16D1/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15386	100	100	100	100	100	99.87080103	100	100
KY674978.1	KY674978	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/16D10/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	100	100	100
KY674979.1	KY674979	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/16E1/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15390	100	100	100	100	100	99.87080103	100	100
KY674981.1	KY674981	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/16E8/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15396	100	100	100	100	100	99.87080103	100	100
KY674982.1	KY674982	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/16F7/2016	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15367	100	100	100	100	100	100	100	100
KY684744.1	KY684744	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9E7/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	99.87080103	100	100
KY684745.1	KY684745	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9C2/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15388	100	100	100	100	100	99.87080103	100	100
KY684746.1	KY684746	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9D2/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15385	100	99.81167608	100	100	100	99.87080103	100	100
KY684747.1	KY684747	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9F7/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15365	100	100	100	100	100	99.87080103	100	100
KY684748.1	KY684748	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9F8/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15382	100	100	100	100	100	100	100	100
KY684749.1	KY684749	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9G3/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	100	100	100
KY684750.1	KY684750	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9I8/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15398	100	100	100	100	100	99.87080103	100	100
KY684751.1	KY684751	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9I9/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	100	100	100
KY684752.1	KY684752	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9K9/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15396	100	100	100	100	100	100	100	100
KY684753.1	KY684753	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9L10/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15393	100	100	100	100	100	99.74160207	100	100
KY684754.1	KY684754	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9M6/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	100	100	100
KY684755.1	KY684755	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC2155/2017	USA	NA	NorthAm	2017	NA	NA	Homo sapiens	NA	NA	15407	100	100	100	100	100	100	100	100
KY684756.1	KY684756	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/SC2171/2017	USA	NA	NorthAm	2017	NA	NA	Homo sapiens	NA	NA	15381	100	100	100	100	100	100	100	100
KY684761.1	KY684761	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/9M7/2009	USA	NA	NorthAm	2009	NA	NA	Homo sapiens	NA	NA	15384	100	100	100	100	100	99.87080103	100	100
KY779594.1	KY779594	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4634/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15445	100	100	100	100	100	99.87080103	100	100
KY779595.1	KY779595	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4629/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15406	100	100	100	100	100	99.87080103	100	100
KY779596.1	KY779596	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4564-2/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15417	100	100	100	100	100	99.87080103	100	100
KY779597.1	KY779597	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4561/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15419	100	100	100	100	100	99.87080103	100	100
KY779598.1	KY779598	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4559/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15422	100	100	100	100	100	99.87080103	100	100
KY779599.1	KY779599	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4544/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15422	100	100	100	100	100	100	100	100
KY779600.1	KY779600	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4540/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15421	100	100	100	100	100	100	100	100
KY779601.1	KY779601	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4539/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15422	100	100	100	100	100	99.87080103	100	100
KY779602.1	KY779602	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4518/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15406	100	100	100	100	100	99.87080103	100	100
KY779603.1	KY779603	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4490/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15315	97.60981912	100	100	100	100	97.48062016	100	100
KY779604.1	KY779604	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4480/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15405	100	100	100	100	100	99.87080103	100	100
KY779605.1	KY779605	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4470/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15410	100	100	100	100	100	99.87080103	100	100
KY779606.1	KY779606	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4465/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15417	100	100	100	100	100	100	100	100
KY779607.1	KY779607	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4464/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15412	100	100	100	100	100	99.87080103	100	100
KY779608.1	KY779608	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4407/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15433	100	100	100	100	100	99.87080103	100	100
KY779609.1	KY779609	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4403/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15406	100	100	100	100	100	99.87080103	100	100
KY779610.1	KY779610	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4379/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15358	100	100	100	100	100	99.87080103	100	100
KY779611.1	KY779611	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4363/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15386	100	100	100	100	100	99.87080103	100	100
KY779612.1	KY779612	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4362/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15406	100	100	100	100	100	99.87080103	100	100
KY779613.1	KY779613	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/3399/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15432	100	100	100	100	100	100	100	100
KY779614.1	KY779614	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/3333/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15414	100	100	100	100	100	99.87080103	100	100
KY779615.1	KY779615	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/2429/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15406	100	100	100	100	100	99.87080103	100	100
KY779616.1	KY779616	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/1126/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15405	100	100	100	100	100	99.87080103	100	100
KY933403.1	KY933403	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4564-1/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15397	100	100	100	100	100	99.87080103	100	100
KY933404.1	KY933404	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4571/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15444	100	100	100	100	100	99.87080103	100	100
KY933405.1	KY933405	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4802/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15402	100	100	100	100	100	99.87080103	100	100
KY933406.1	KY933406	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4824/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15403	100	100	100	100	100	99.87080103	100	100
KY933407.1	KY933407	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4874/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15424	100	100	100	100	100	99.87080103	100	100
KY933408.1	KY933408	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4892/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15414	100	100	100	100	100	99.87080103	100	100
KY933409.1	KY933409	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4934/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15418	100	100	100	100	100	99.87080103	100	100
KY933410.1	KY933410	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4943-1/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15387	100	100	100	100	100	99.87080103	100	100
KY933411.1	KY933411	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4944/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15414	100	100	100	100	100	100	100	100
KY933412.1	KY933412	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4966/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15387	100	100	100	100	100	99.87080103	100	100
KY933413.1	KY933413	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/4978/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15385	100	100	100	100	100	100	100	100
KY933414.1	KY933414	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/5201/2015	USA	NA	NorthAm	2015	NA	NA	Homo sapiens	NA	NA	15439	100	100	100	100	100	100	100	100
